title,source,sentence,normalized_text,sentence_list,candidate_blocks,candidate_block
Systematic review and individual patient data meta-analysis on glucose- 6 - phosphate dehydrogenase activities measured by a semi-quantitative handheld Biosensor,medrxiv,The manufacturers recommended cutoff is conservative but more reliable at categorising G6PD deficient individuals than those based on calculations of 30% activity using the AMM.,the manufacturers recommended cutoff is conservative but more reliable at categorising g6pd deficient individuals than those based on calculations of 30% activity using the amm.,['the manufacturers recommended cutoff is conservative but more reliable at categorising g6pd deficient individuals than those based on calculations of 30% activity using the amm.'],['the manufacturers recommended cutoff is conservative but more reliable at categorising g6pd deficient individuals than those based on calculations of 30% activity using the amm.'],the manufacturers recommended cutoff is conservative but more reliable at categorising g6pd deficient individuals than those based on calculations of 30% activity using the amm.
Systematic review and individual patient data meta-analysis on glucose- 6 - phosphate dehydrogenase activities measured by a semi-quantitative handheld Biosensor,medrxiv,The observed decrease in G6PD activity in children between 1 to 5 years of age warrants further investigation.,the observed decrease in g6pd activity in children between 1 to 5 years of age warrants further investigation.,['the observed decrease in g6pd activity in children between 1 to 5 years of age warrants further investigation.'],['the observed decrease in g6pd activity in children between 1 to 5 years of age warrants further investigation.'],the observed decrease in g6pd activity in children between 1 to 5 years of age warrants further investigation.
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"Per vaginal bleeding-an important but ignored feature of dengue

BackgroundElderly individuals, those with comorbidities and pregnant women are at a higher risk of developing severe dengue and succumbing to their illness.","per vaginal bleeding-an important but ignored feature of dengue backgroundelderly individuals, those with comorbidities and pregnant women are at a higher risk of developing severe dengue and succumbing to their illness.","['per vaginal bleeding-an important but ignored feature of dengue backgroundelderly individuals, those with comorbidities and pregnant women are at a higher risk of developing severe dengue and succumbing to their illness.']","['per vaginal bleeding-an important but ignored feature of dengue backgroundelderly individuals, those with comorbidities and pregnant women are at a higher risk of developing severe dengue and succumbing to their illness.']","per vaginal bleeding-an important but ignored feature of dengue backgroundelderly individuals, those with comorbidities and pregnant women are at a higher risk of developing severe dengue and succumbing to their illness."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"However, an increased incidence of severe dengue and fatalities are seen in females of the reproductive age.","however, an increased incidence of severe dengue and fatalities are seen in females of the reproductive age.","['however, an increased incidence of severe dengue and fatalities are seen in females of the reproductive age.']","['however, an increased incidence of severe dengue and fatalities are seen in females of the reproductive age.']","however, an increased incidence of severe dengue and fatalities are seen in females of the reproductive age."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"As per vaginal (PV) bleeding is an important complication that has not been well characterized, we sought to determine the frequency, complications and disease outcomes in women who develop PV bleeding.","as per vaginal (pv) bleeding is an important complication that has not been well characterized, we sought to determine the frequency, complications and disease outcomes in women who develop pv bleeding.","['as per vaginal (pv) bleeding is an important complication that has not been well characterized, we sought to determine the frequency, complications and disease outcomes in women who develop pv bleeding.']","['as per vaginal (pv) bleeding is an important complication that has not been well characterized, we sought to determine the frequency, complications and disease outcomes in women who develop pv bleeding.']","as per vaginal (pv) bleeding is an important complication that has not been well characterized, we sought to determine the frequency, complications and disease outcomes in women who develop pv bleeding."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,Methodology/Principal findings288 adult female patients were recruited from the National Institute of Infectious Diseases Sri Lanka.,methodology/principal findings288 adult female patients were recruited from the national institute of infectious diseases sri lanka.,['methodology/principal findings288 adult female patients were recruited from the national institute of infectious diseases sri lanka.'],['methodology/principal findings288 adult female patients were recruited from the national institute of infectious diseases sri lanka.'],methodology/principal findings288 adult female patients were recruited from the national institute of infectious diseases sri lanka.
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,All clinical features and laboratory investigations were recorded throughout the duration of hospital admission along with treatment received.,all clinical features and laboratory investigations were recorded throughout the duration of hospital admission along with treatment received.,['all clinical features and laboratory investigations were recorded throughout the duration of hospital admission along with treatment received.'],['all clinical features and laboratory investigations were recorded throughout the duration of hospital admission along with treatment received.'],all clinical features and laboratory investigations were recorded throughout the duration of hospital admission along with treatment received.
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"28/288 (9.72%) reported PV bleeding, with 12/28 (42.85%) developing dengue haemorrhagic fever (DHF) compared to 65/260 (25%) of those who did not have bleeding.","28/288 (9.72%) reported pv bleeding, with 12/28 (42.85%) developing dengue haemorrhagic fever (dhf) compared to 65/260 (25%) of those who did not have bleeding.","['28/288 (9.72%) reported pv bleeding, with 12/28 (42.85%) developing dengue haemorrhagic fever (dhf) compared to 65/260 (25%) of those who did not have bleeding.']","['28/288 (9.72%) reported pv bleeding, with 12/28 (42.85%) developing dengue haemorrhagic fever (dhf) compared to 65/260 (25%) of those who did not have bleeding.']","28/288 (9.72%) reported pv bleeding, with 12/28 (42.85%) developing dengue haemorrhagic fever (dhf) compared to 65/260 (25%) of those who did not have bleeding."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"Women who developed PV bleeding were more likely to have developed DHF (OR 2.2, 95% CI 0.98 to 5.1, p=0.06), abdominal pain (OR=2.17, 95% CI = 0.99 to 4.69, p = 0.06), vomiting (OR= 2.0, 95% CI= 0.89 to 4.44, p= 0.10), diarhoea (OR= 4.35, 95% CI = 1.908 to 9.610, p= 0.0004) or evidence of any fluid leakage (OR= 1.98, 95% CI = 0.91 to 4.5, p = 0.11).","women who developed pv bleeding were more likely to have developed dhf (or 2.2, 95% ci 0.98 to 5.1, p=0.06), abdominal pain (or=2.17, 95% ci = 0.99 to 4.69, p = 0.06), vomiting (or= 2.0, 95% ci= 0.89 to 4.44, p= 0.10), diarhoea (or= 4.35, 95% ci = 1.908 to 9.610, p= 0.0004) or evidence of any fluid leakage (or= 1.98, 95% ci = 0.91 to 4.5, p = 0.11).","['women who developed pv bleeding were more likely to have developed dhf (or 2.2, 95% ci 0.98 to 5.1, p=0.06), abdominal pain (or=2.17, 95% ci = 0.99 to 4.69, p = 0.06), vomiting (or= 2.0, 95% ci= 0.89 to 4.44, p= 0.10), diarhoea (or= 4.35, 95% ci = 1.908 to 9.610, p= 0.0004) or evidence of any fluid leakage (or= 1.98, 95% ci = 0.91 to 4.5, p = 0.11).']","['women who developed pv bleeding were more likely to have developed dhf (or 2.2, 95% ci 0.98 to 5.1, p=0.06), abdominal pain (or=2.17, 95% ci = 0.99 to 4.69, p = 0.06), vomiting (or= 2.0, 95% ci= 0.89 to 4.44, p= 0.10), diarhoea (or= 4.35, 95% ci = 1.908 to 9.610, p= 0.0004) or evidence of any fluid leakage (or= 1.98, 95% ci = 0.91 to 4.5, p = 0.11).']","women who developed pv bleeding were more likely to have developed dhf (or 2.2, 95% ci 0.98 to 5.1, p=0.06), abdominal pain (or=2.17, 95% ci = 0.99 to 4.69, p = 0.06), vomiting (or= 2.0, 95% ci= 0.89 to 4.44, p= 0.10), diarhoea (or= 4.35, 95% ci = 1.908 to 9.610, p= 0.0004) or evidence of any fluid leakage (or= 1.98, 95% ci = 0.91 to 4.5, p = 0.11)."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"Although not significant, those who had PV bleeding were more likely to have been given intravenous fluids, blood transfusions and colloids.","although not significant, those who had pv bleeding were more likely to have been given intravenous fluids, blood transfusions and colloids.","['although not significant, those who had pv bleeding were more likely to have been given intravenous fluids, blood transfusions and colloids.']","['although not significant, those who had pv bleeding were more likely to have been given intravenous fluids, blood transfusions and colloids.']","although not significant, those who had pv bleeding were more likely to have been given intravenous fluids, blood transfusions and colloids."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,ConclusionsPV bleeding appears to associate with worse disease outcomes.,conclusionspv bleeding appears to associate with worse disease outcomes.,['conclusionspv bleeding appears to associate with worse disease outcomes.'],['conclusionspv bleeding appears to associate with worse disease outcomes.'],conclusionspv bleeding appears to associate with worse disease outcomes.
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"The possible contribution of PV bleeding to higher incidence of severe dengue and fatality rates observed in many countries, should be further investigated.","the possible contribution of pv bleeding to higher incidence of severe dengue and fatality rates observed in many countries, should be further investigated.","['the possible contribution of pv bleeding to higher incidence of severe dengue and fatality rates observed in many countries, should be further investigated.']","['the possible contribution of pv bleeding to higher incidence of severe dengue and fatality rates observed in many countries, should be further investigated.']","the possible contribution of pv bleeding to higher incidence of severe dengue and fatality rates observed in many countries, should be further investigated."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"Author summaryElderly individuals, those with comorbidities and pregnant women are at a higher risk of developing severe dengue and succumbing to their illness.","author summaryelderly individuals, those with comorbidities and pregnant women are at a higher risk of developing severe dengue and succumbing to their illness.","['author summaryelderly individuals, those with comorbidities and pregnant women are at a higher risk of developing severe dengue and succumbing to their illness.']","['author summaryelderly individuals, those with comorbidities and pregnant women are at a higher risk of developing severe dengue and succumbing to their illness.']","author summaryelderly individuals, those with comorbidities and pregnant women are at a higher risk of developing severe dengue and succumbing to their illness."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"However, an increased incidence of severe dengue and fatalities are seen in females of the reproductive age.","however, an increased incidence of severe dengue and fatalities are seen in females of the reproductive age.","['however, an increased incidence of severe dengue and fatalities are seen in females of the reproductive age.']","['however, an increased incidence of severe dengue and fatalities are seen in females of the reproductive age.']","however, an increased incidence of severe dengue and fatalities are seen in females of the reproductive age."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"As per vaginal (PV) bleeding is an important complication that has not been well characterized, we investigated the complications and disease outcomes in women who developed PV bleeding, by studying clinical and laboratory characteristics of 288 women with acute dengue.","as per vaginal (pv) bleeding is an important complication that has not been well characterized, we investigated the complications and disease outcomes in women who developed pv bleeding, by studying clinical and laboratory characteristics of 288 women with acute dengue.","['as per vaginal (pv) bleeding is an important complication that has not been well characterized, we investigated the complications and disease outcomes in women who developed pv bleeding, by studying clinical and laboratory characteristics of 288 women with acute dengue.']","['as per vaginal (pv) bleeding is an important complication that has not been well characterized, we investigated the complications and disease outcomes in women who developed pv bleeding, by studying clinical and laboratory characteristics of 288 women with acute dengue.']","as per vaginal (pv) bleeding is an important complication that has not been well characterized, we investigated the complications and disease outcomes in women who developed pv bleeding, by studying clinical and laboratory characteristics of 288 women with acute dengue."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"28 (9.72%) reported PV bleeding, with 42.85% developing dengue haemorrhagic fever (DHF).","28 (9.72%) reported pv bleeding, with 42.85% developing dengue haemorrhagic fever (dhf).","['28 (9.72%) reported pv bleeding, with 42.85% developing dengue haemorrhagic fever (dhf).']","['28 (9.72%) reported pv bleeding, with 42.85% developing dengue haemorrhagic fever (dhf).']","28 (9.72%) reported pv bleeding, with 42.85% developing dengue haemorrhagic fever (dhf)."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"Women who developed PV bleeding were more likely to have developed DHF, abdominal pain, vomiting, diarhoea or evidence of any fluid leakage.","women who developed pv bleeding were more likely to have developed dhf, abdominal pain, vomiting, diarhoea or evidence of any fluid leakage.","['women who developed pv bleeding were more likely to have developed dhf, abdominal pain, vomiting, diarhoea or evidence of any fluid leakage.']","['women who developed pv bleeding were more likely to have developed dhf, abdominal pain, vomiting, diarhoea or evidence of any fluid leakage.']","women who developed pv bleeding were more likely to have developed dhf, abdominal pain, vomiting, diarhoea or evidence of any fluid leakage."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"They were more likely to have been given intravenous fluids, blood transfusions and colloids.","they were more likely to have been given intravenous fluids, blood transfusions and colloids.","['they were more likely to have been given intravenous fluids, blood transfusions and colloids.']","['they were more likely to have been given intravenous fluids, blood transfusions and colloids.']","they were more likely to have been given intravenous fluids, blood transfusions and colloids."
Per vaginal bleeding-an important but ignored feature of dengue,medrxiv,"Therefore, the possible contribution of PV bleeding to higher incidence of severe dengue and fatality rates in many countries should be further investigated.","therefore, the possible contribution of pv bleeding to higher incidence of severe dengue and fatality rates in many countries should be further investigated.","['therefore, the possible contribution of pv bleeding to higher incidence of severe dengue and fatality rates in many countries should be further investigated.']","['therefore, the possible contribution of pv bleeding to higher incidence of severe dengue and fatality rates in many countries should be further investigated.']","therefore, the possible contribution of pv bleeding to higher incidence of severe dengue and fatality rates in many countries should be further investigated."
"Community Engagement in Dengue Interventions in Conflict- affected Aden, Yemen: An Implementation Research Using CFIR Framework 2.0.",medrxiv,"Community Engagement in Dengue Interventions in Conflict- affected Aden, Yemen: An Implementation Research Using CFIR Framework 2.0.","community engagement in dengue interventions in conflict- affected aden, yemen: an implementation research using cfir framework 2.0.","['community engagement in dengue interventions in conflict- affected aden, yemen: an implementation research using cfir framework 2.0.']","['community engagement in dengue interventions in conflict- affected aden, yemen: an implementation research using cfir framework 2.0.']","community engagement in dengue interventions in conflict- affected aden, yemen: an implementation research using cfir framework 2.0."
"Community Engagement in Dengue Interventions in Conflict- affected Aden, Yemen: An Implementation Research Using CFIR Framework 2.0.",medrxiv,"Dengue fever is described by the World Health Organization (WHO) as ""the most important mosquito-borne viral disease in the world.""","dengue fever is described by the world health organization (who) as ""the most important mosquito-borne viral disease in the world.""","['dengue fever is described by the world health organization (who) as ""the most important mosquito-borne viral disease in the world.""']","['dengue fever is described by the world health organization (who) as ""the most important mosquito-borne viral disease in the world.""']","dengue fever is described by the world health organization (who) as ""the most important mosquito-borne viral disease in the world."""
"Community Engagement in Dengue Interventions in Conflict- affected Aden, Yemen: An Implementation Research Using CFIR Framework 2.0.",medrxiv,"In Yemen, dengue cases have consistently increased, with Aden Governorate reporting 12% of total cases and over 45% of dengue-related deaths, making it a leading public health challenge.","in yemen, dengue cases have consistently increased, with aden governorate reporting 12% of total cases and over 45% of dengue-related deaths, making it a leading public health challenge.","['in yemen, dengue cases have consistently increased, with aden governorate reporting 12% of total cases and over 45% of dengue-related deaths, making it a leading public health challenge.']","['in yemen, dengue cases have consistently increased, with aden governorate reporting 12% of total cases and over 45% of dengue-related deaths, making it a leading public health challenge.']","in yemen, dengue cases have consistently increased, with aden governorate reporting 12% of total cases and over 45% of dengue-related deaths, making it a leading public health challenge."
"Community Engagement in Dengue Interventions in Conflict- affected Aden, Yemen: An Implementation Research Using CFIR Framework 2.0.",medrxiv,Community engagement (CE) emerges as a critical approach to address these challenges.,community engagement (ce) emerges as a critical approach to address these challenges.,['community engagement (ce) emerges as a critical approach to address these challenges.'],['community engagement (ce) emerges as a critical approach to address these challenges.'],community engagement (ce) emerges as a critical approach to address these challenges.
"Community Engagement in Dengue Interventions in Conflict- affected Aden, Yemen: An Implementation Research Using CFIR Framework 2.0.",medrxiv,This study aimed to identify barriers and facilitators to CE in dengue interventions within conflict-affected contexts and recommend evidence-based strategies for improved implementation.,this study aimed to identify barriers and facilitators to ce in dengue interventions within conflict-affected contexts and recommend evidence-based strategies for improved implementation.,['this study aimed to identify barriers and facilitators to ce in dengue interventions within conflict-affected contexts and recommend evidence-based strategies for improved implementation.'],['this study aimed to identify barriers and facilitators to ce in dengue interventions within conflict-affected contexts and recommend evidence-based strategies for improved implementation.'],this study aimed to identify barriers and facilitators to ce in dengue interventions within conflict-affected contexts and recommend evidence-based strategies for improved implementation.
"Community Engagement in Dengue Interventions in Conflict- affected Aden, Yemen: An Implementation Research Using CFIR Framework 2.0.",medrxiv,"A cross-sectional qualitative study was conducted between February and July 2024 in Aden Governorate, involving 15 in-depth interviews (IDIs) and four focus group discussions (FGDs) with key stakeholders.","a cross-sectional qualitative study was conducted between february and july 2024 in aden governorate, involving 15 in-depth interviews (idis) and four focus group discussions (fgds) with key stakeholders.","['a cross-sectional qualitative study was conducted between february and july 2024 in aden governorate, involving 15 in-depth interviews (idis) and four focus group discussions (fgds) with key stakeholders.']","['a cross-sectional qualitative study was conducted between february and july 2024 in aden governorate, involving 15 in-depth interviews (idis) and four focus group discussions (fgds) with key stakeholders.']","a cross-sectional qualitative study was conducted between february and july 2024 in aden governorate, involving 15 in-depth interviews (idis) and four focus group discussions (fgds) with key stakeholders."
"Community Engagement in Dengue Interventions in Conflict- affected Aden, Yemen: An Implementation Research Using CFIR Framework 2.0.",medrxiv,"Findings revealed that while stakeholders perceived CE interventions positively, challenges included systemic issues such as lack of community trust, resource shortages, and health system politicization.","findings revealed that while stakeholders perceived ce interventions positively, challenges included systemic issues such as lack of community trust, resource shortages, and health system politicization.","['findings revealed that while stakeholders perceived ce interventions positively, challenges included systemic issues such as lack of community trust, resource shortages, and health system politicization.']","['findings revealed that while stakeholders perceived ce interventions positively, challenges included systemic issues such as lack of community trust, resource shortages, and health system politicization.']","findings revealed that while stakeholders perceived ce interventions positively, challenges included systemic issues such as lack of community trust, resource shortages, and health system politicization."
"Community Engagement in Dengue Interventions in Conflict- affected Aden, Yemen: An Implementation Research Using CFIR Framework 2.0.",medrxiv,"In conclusion, addressing systemic fragmentation, enhancing political support, and defining clear coordination plans are critical to adapting CE interventions effectively in conflict

Author SummaryDengue fever is considered a major health problem for many low-and middle-income countries, leading to high numbers of mortality and morbidity rates with a significant economic burden.","in conclusion, addressing systemic fragmentation, enhancing political support, and defining clear coordination plans are critical to adapting ce interventions effectively in conflict author summarydengue fever is considered a major health problem for many low-and middle-income countries, leading to high numbers of mortality and morbidity rates with a significant economic burden.","['in conclusion, addressing systemic fragmentation, enhancing political support, and defining clear coordination plans are critical to adapting ce interventions effectively in conflict author summarydengue fever is considered a major health problem for many low-and middle-income countries, leading to high numbers of mortality and morbidity rates with a significant economic burden.']","['in conclusion, addressing systemic fragmentation, enhancing political support, and defining clear coordination plans are critical to adapting ce interventions effectively in conflict author summarydengue fever is considered a major health problem for many low-and middle-income countries, leading to high numbers of mortality and morbidity rates with a significant economic burden.']","in conclusion, addressing systemic fragmentation, enhancing political support, and defining clear coordination plans are critical to adapting ce interventions effectively in conflict author summarydengue fever is considered a major health problem for many low-and middle-income countries, leading to high numbers of mortality and morbidity rates with a significant economic burden."
"Community Engagement in Dengue Interventions in Conflict- affected Aden, Yemen: An Implementation Research Using CFIR Framework 2.0.",medrxiv,"Our study highlights the intersection of public health challenges and conflict dynamics, providing unique insights into how community engagement strategies for vector-borne diseases can be adapted to conflict settings.","our study highlights the intersection of public health challenges and conflict dynamics, providing unique insights into how community engagement strategies for vector-borne diseases can be adapted to conflict settings.","['our study highlights the intersection of public health challenges and conflict dynamics, providing unique insights into how community engagement strategies for vector-borne diseases can be adapted to conflict settings.']","['our study highlights the intersection of public health challenges and conflict dynamics, providing unique insights into how community engagement strategies for vector-borne diseases can be adapted to conflict settings.']","our study highlights the intersection of public health challenges and conflict dynamics, providing unique insights into how community engagement strategies for vector-borne diseases can be adapted to conflict settings."
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,"Impact of Donor History on the Risk of Transfusion-Related Infections

BackgroundTransfusion-related infections are a severe threat to the safety of transfusing blood products, internationally.","impact of donor history on the risk of transfusion-related infections backgroundtransfusion-related infections are a severe threat to the safety of transfusing blood products, internationally.","['impact of donor history on the risk of transfusion-related infections backgroundtransfusion-related infections are a severe threat to the safety of transfusing blood products, internationally.']","['impact of donor history on the risk of transfusion-related infections backgroundtransfusion-related infections are a severe threat to the safety of transfusing blood products, internationally.']","impact of donor history on the risk of transfusion-related infections backgroundtransfusion-related infections are a severe threat to the safety of transfusing blood products, internationally."
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,"Advances in screening procedures have not, nevertheless, rendered blood transfusion a risk-free procedure for transmitting infectious disease.","advances in screening procedures have not, nevertheless, rendered blood transfusion a risk-free procedure for transmitting infectious disease.","['advances in screening procedures have not, nevertheless, rendered blood transfusion a risk-free procedure for transmitting infectious disease.']","['advances in screening procedures have not, nevertheless, rendered blood transfusion a risk-free procedure for transmitting infectious disease.']","advances in screening procedures have not, nevertheless, rendered blood transfusion a risk-free procedure for transmitting infectious disease."
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,MethodsThe cross-sectional study was done in January 2022 to December 2023 at KTRH.,methodsthe cross-sectional study was done in january 2022 to december 2023 at ktrh.,['methodsthe cross-sectional study was done in january 2022 to december 2023 at ktrh.'],['methodsthe cross-sectional study was done in january 2022 to december 2023 at ktrh.'],methodsthe cross-sectional study was done in january 2022 to december 2023 at ktrh.
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,"Out of 108 blood transfusions, data for 108 patients were retrieved from patient medical records and donor screening forms.","out of 108 blood transfusions, data for 108 patients were retrieved from patient medical records and donor screening forms.","['out of 108 blood transfusions, data for 108 patients were retrieved from patient medical records and donor screening forms.']","['out of 108 blood transfusions, data for 108 patients were retrieved from patient medical records and donor screening forms.']","out of 108 blood transfusions, data for 108 patients were retrieved from patient medical records and donor screening forms."
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,"Variables such as HIV and Hepatitis among donor medical conditions, previous donation history, and high-risk behaviors such as intravenous drug use were analyzed for their link with TRIs.","variables such as hiv and hepatitis among donor medical conditions, previous donation history, and high-risk behaviors such as intravenous drug use were analyzed for their link with tris.","['variables such as hiv and hepatitis among donor medical conditions, previous donation history, and high-risk behaviors such as intravenous drug use were analyzed for their link with tris.']","['variables such as hiv and hepatitis among donor medical conditions, previous donation history, and high-risk behaviors such as intravenous drug use were analyzed for their link with tris.']","variables such as hiv and hepatitis among donor medical conditions, previous donation history, and high-risk behaviors such as intravenous drug use were analyzed for their link with tris."
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,The diagnosis of TRIs was established based on the results of a clinical examination and laboratory tests.,the diagnosis of tris was established based on the results of a clinical examination and laboratory tests.,['the diagnosis of tris was established based on the results of a clinical examination and laboratory tests.'],['the diagnosis of tris was established based on the results of a clinical examination and laboratory tests.'],the diagnosis of tris was established based on the results of a clinical examination and laboratory tests.
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,"Using descriptive statistics as well as Chi-square tests and logistic regression, data were analyzed.","using descriptive statistics as well as chi-square tests and logistic regression, data were analyzed.","['using descriptive statistics as well as chi-square tests and logistic regression, data were analyzed.']","['using descriptive statistics as well as chi-square tests and logistic regression, data were analyzed.']","using descriptive statistics as well as chi-square tests and logistic regression, data were analyzed."
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,"ResultsOf the total transfusion sample (n=108), 15 (13.9%) recipients developed infections after transfusion; in these cases, 4.6% had Hepatitis B infections, whereas 3.7% had HIV infections and 5.6% had malaria infections.","resultsof the total transfusion sample (n=108), 15 (13.9%) recipients developed infections after transfusion; in these cases, 4.6% had hepatitis b infections, whereas 3.7% had hiv infections and 5.6% had malaria infections.","['resultsof the total transfusion sample (n=108), 15 (13.9%) recipients developed infections after transfusion; in these cases, 4.6% had hepatitis b infections, whereas 3.7% had hiv infections and 5.6% had malaria infections.']","['resultsof the total transfusion sample (n=108), 15 (13.9%) recipients developed infections after transfusion; in these cases, 4.6% had hepatitis b infections, whereas 3.7% had hiv infections and 5.6% had malaria infections.']","resultsof the total transfusion sample (n=108), 15 (13.9%) recipients developed infections after transfusion; in these cases, 4.6% had hepatitis b infections, whereas 3.7% had hiv infections and 5.6% had malaria infections."
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,"Past donor experience and risky behavior, which include intravenous drug uses and other risky sexual practices, show a significant association between the increased risk of TRIs (p < 0.05).","past donor experience and risky behavior, which include intravenous drug uses and other risky sexual practices, show a significant association between the increased risk of tris (p < 0.05).","['past donor experience and risky behavior, which include intravenous drug uses and other risky sexual practices, show a significant association between the increased risk of tris (p < 0.05).']","['past donor experience and risky behavior, which include intravenous drug uses and other risky sexual practices, show a significant association between the increased risk of tris (p < 0.05).']","past donor experience and risky behavior, which include intravenous drug uses and other risky sexual practices, show a significant association between the increased risk of tris (p < 0.05)."
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,The odds of transfusion-transmitted infections among repeat donors as compared to first-time donors were marginally high (p=0.04).,the odds of transfusion-transmitted infections among repeat donors as compared to first-time donors were marginally high (p=0.04).,['the odds of transfusion-transmitted infections among repeat donors as compared to first-time donors were marginally high (p=0.04).'],['the odds of transfusion-transmitted infections among repeat donors as compared to first-time donors were marginally high (p=0.04).'],the odds of transfusion-transmitted infections among repeat donors as compared to first-time donors were marginally high (p=0.04).
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,These independent risk factors for transfusion-related infections were hepatitis B and HIV.,these independent risk factors for transfusion-related infections were hepatitis b and hiv.,['these independent risk factors for transfusion-related infections were hepatitis b and hiv.'],['these independent risk factors for transfusion-related infections were hepatitis b and hiv.'],these independent risk factors for transfusion-related infections were hepatitis b and hiv.
Impact of Donor History on the Risk of Transfusion-Related Infections,medrxiv,Improved donor screening protocols and monitoring of high-risk behaviors can further enhance safety in blood transfusion.,improved donor screening protocols and monitoring of high-risk behaviors can further enhance safety in blood transfusion.,['improved donor screening protocols and monitoring of high-risk behaviors can further enhance safety in blood transfusion.'],['improved donor screening protocols and monitoring of high-risk behaviors can further enhance safety in blood transfusion.'],improved donor screening protocols and monitoring of high-risk behaviors can further enhance safety in blood transfusion.
Investigating the Role of Vitamin D in the Prevention and Control of Dengue Virus Vectors and Related Diseases: A Systematic Review Study,medrxiv,"Investigating the Role of Vitamin D in the Prevention and Control of Dengue Virus Vectors and Related Diseases: A Systematic Review Study

IntroductionDengue fever is one of the most common vector-borne diseases in the world, affecting many people annually and causing many deaths.","investigating the role of vitamin d in the prevention and control of dengue virus vectors and related diseases: a systematic review study introductiondengue fever is one of the most common vector-borne diseases in the world, affecting many people annually and causing many deaths.","['investigating the role of vitamin d in the prevention and control of dengue virus vectors and related diseases: a systematic review study introductiondengue fever is one of the most common vector-borne diseases in the world, affecting many people annually and causing many deaths.']","['investigating the role of vitamin d in the prevention and control of dengue virus vectors and related diseases: a systematic review study introductiondengue fever is one of the most common vector-borne diseases in the world, affecting many people annually and causing many deaths.']","investigating the role of vitamin d in the prevention and control of dengue virus vectors and related diseases: a systematic review study introductiondengue fever is one of the most common vector-borne diseases in the world, affecting many people annually and causing many deaths."
Investigating the Role of Vitamin D in the Prevention and Control of Dengue Virus Vectors and Related Diseases: A Systematic Review Study,medrxiv,"In recent years, attention has been paid to the role of micronutrients, including vitamin D, in the control and treatment of viral diseases, including dengue fever.","in recent years, attention has been paid to the role of micronutrients, including vitamin d, in the control and treatment of viral diseases, including dengue fever.","['in recent years, attention has been paid to the role of micronutrients, including vitamin d, in the control and treatment of viral diseases, including dengue fever.']","['in recent years, attention has been paid to the role of micronutrients, including vitamin d, in the control and treatment of viral diseases, including dengue fever.']","in recent years, attention has been paid to the role of micronutrients, including vitamin d, in the control and treatment of viral diseases, including dengue fever."
Investigating the Role of Vitamin D in the Prevention and Control of Dengue Virus Vectors and Related Diseases: A Systematic Review Study,medrxiv,"Accordingly, this study aimed to investigate the role of vitamin D in the treatment and control of dengue fever worldwide using a systematic review method.","accordingly, this study aimed to investigate the role of vitamin d in the treatment and control of dengue fever worldwide using a systematic review method.","['accordingly, this study aimed to investigate the role of vitamin d in the treatment and control of dengue fever worldwide using a systematic review method.']","['accordingly, this study aimed to investigate the role of vitamin d in the treatment and control of dengue fever worldwide using a systematic review method.']","accordingly, this study aimed to investigate the role of vitamin d in the treatment and control of dengue fever worldwide using a systematic review method."
Investigating the Role of Vitamin D in the Prevention and Control of Dengue Virus Vectors and Related Diseases: A Systematic Review Study,medrxiv,MethodsThis study was conducted as a systematic review of the role of vitamin D in the prevention and control of dengue fever globally using a systematic review method.,methodsthis study was conducted as a systematic review of the role of vitamin d in the prevention and control of dengue fever globally using a systematic review method.,['methodsthis study was conducted as a systematic review of the role of vitamin d in the prevention and control of dengue fever globally using a systematic review method.'],['methodsthis study was conducted as a systematic review of the role of vitamin d in the prevention and control of dengue fever globally using a systematic review method.'],methodsthis study was conducted as a systematic review of the role of vitamin d in the prevention and control of dengue fever globally using a systematic review method.
